dset,model,sparsity,seed,val_acc
flowers,RigL ERK 1x,0.8,seed_51,0.9207
flowers,RigL ERK 1x,0.8,seed_81,0.9228
flowers,RigL ERK 1x,0.8,seed_111,0.9223
flowers,RigL ERK 1x,0.8,seed_141,0.924
flowers,RigL ERK 5x,0.8,seed_21,0.9232
flowers,RigL ERK 5x,0.8,seed_51,0.9221
flowers,RigL ERK 5x,0.8,seed_81,0.9246
flowers,RigL ERK 5x,0.8,seed_111,0.9235
flowers,RigL ERK 5x,0.8,seed_141,0.9239
flowers,RigL ERK 1x,0.95,seed_21,0.9105
flowers,RigL ERK 1x,0.95,seed_51,0.9087
flowers,RigL ERK 1x,0.95,seed_81,0.9102
flowers,RigL ERK 1x,0.95,seed_111,0.91
flowers,RigL ERK 1x,0.95,seed_141,0.9109
flowers,RigL ERK 5x,0.95,seed_21,0.9246
flowers,RigL ERK 5x,0.95,seed_51,0.9246
flowers,RigL ERK 5x,0.95,seed_81,0.9226
flowers,RigL ERK 5x,0.95,seed_111,0.9236
flowers,RigL ERK 5x,0.95,seed_141,0.9233
flowers,LTH-T,0.8,seed_21,0.8574
flowers,LTH-T,0.8,seed_51,0.8569
flowers,LTH-T,0.8,seed_81,0.8557
flowers,LTH-T,0.8,seed_111,0.8558
flowers,LTH-T,0.8,seed_141,0.8552
flowers,LTH-T,0.9,seed_21,0.6796
flowers,LTH-T,0.9,seed_51,0.6757
flowers,LTH-T,0.9,seed_81,0.6772
flowers,LTH-T,0.9,seed_111,0.6774
flowers,LTH-T,0.9,seed_141,0.6767
flowers,LTH-T,0.95,seed_21,0.2784
flowers,LTH-T,0.95,seed_51,0.2684
flowers,LTH-T,0.95,seed_81,0.2809
flowers,LTH-T,0.95,seed_111,0.2777
flowers,LTH-T,0.95,seed_141,0.2853
flowers,STR,0.8,seed_21,0.9297
flowers,STR,0.8,seed_51,0.9291
flowers,STR,0.8,seed_81,0.9296
flowers,STR,0.8,seed_141,0.9297
flowers,STR,0.8,seed_111,0.9296
flowers,STR,0.9,seed_21,0.9308
flowers,STR,0.9,seed_51,0.9289
flowers,STR,0.9,seed_81,0.9304
flowers,STR,0.9,seed_141,0.9296
flowers,STR,0.9,seed_111,0.9298
flowers,STR,0.95,seed_21,0.9198
flowers,STR,0.95,seed_51,0.9191
flowers,STR,0.95,seed_81,0.918
flowers,STR,0.95,seed_141,0.9201
flowers,STR,0.95,seed_111,0.9202
flowers,STR,0.98,seed_21,0.909
flowers,STR,0.98,seed_51,0.9092
flowers,STR,0.98,seed_81,0.9084
flowers,STR,0.98,seed_141,0.9074
flowers,STR,0.98,seed_111,0.9082
flowers,WoodFisher,0.8,seed_21,0.8758
flowers,WoodFisher,0.8,seed_51,0.8764
flowers,WoodFisher,0.8,seed_81,0.876
flowers,WoodFisher,0.8,seed_141,0.8748
flowers,WoodFisher,0.8,seed_111,0.8761
flowers,WoodFisher,0.9,seed_21,0.8898
flowers,WoodFisher,0.9,seed_51,0.8899
flowers,WoodFisher,0.9,seed_81,0.8903
flowers,WoodFisher,0.9,seed_141,0.8905
flowers,WoodFisher,0.9,seed_111,0.8918
flowers,WoodFisher,0.95,seed_21,0.8962
flowers,WoodFisher,0.95,seed_51,0.8954
flowers,WoodFisher,0.95,seed_81,0.8964
flowers,WoodFisher,0.95,seed_141,0.8957
flowers,WoodFisher,0.95,seed_111,0.8961
